Model_Name,Product_Line,Segment,CPU_Vendor,CPU_Model,CPU_Generation,GPU_Type,GPU_Name,GPU_VRAM_GB,RAM_GB,Storage_GB,Screen_Size_Inches,Screen_Panel_Type,Screen_Refresh_Rate_Hz,Screen_Touch,Battery_Whr,Price_VND
Latitude 3044,Latitude,Business/Ultrabook,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,1000,13.3,Standard,60,No,60,30220000
G15 5960,G Series,Gaming,Intel,Core i5,13,Dedicated,NVIDIA RTX 3060,6,32,2000,15.6,IPS,165,No,54,43800000
Vostro 7217,Vostro,Business,AMD,Ryzen 3,7000,Dedicated,NVIDIA RTX 4060,8,16,512,15.6,IPS,120,No,54,24430000
G15 9985,G Series,Gaming,Intel,Core i7,13,Dedicated,NVIDIA RTX 3050,6,32,1000,15.6,Standard,165,No,60,43810000
Vostro 3115,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,32,512,14,IPS,120,No,60,24020000
Latitude 5061,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,Yes,54,26760000
Inspiron 3928,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,1000,14,IPS,60,No,54,16950000
Inspiron 7685,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,54,16110000
Alienware m16 6095,Alienware,Gaming,AMD,Ryzen 7,7000,Dedicated,AMD Radeon RX 7600S,8,16,512,15.6,IPS,165,No,60,60000000
Vostro 3761,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,Standard,90,No,41,16380000
Vostro 5979,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,256,16,Standard,60,No,54,13870000
Vostro 5677,Vostro,Business,Intel,Core Ultra 5,Ultra,Integrated,Intel Arc Graphics (Integrated),0,16,512,14,IPS,60,No,54,22260000
Inspiron 5899,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,17.3,Standard,90,No,54,18220000
Vostro 7421,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,14,IPS,60,No,54,15390000
Latitude 7067,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,32,512,14,OLED,60,Yes,60,33140000
Inspiron 7328,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,256,14,OLED,60,No,41,17260000
Vostro 7162,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,14,IPS,90,No,60,15860000
Inspiron 3452,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,Standard,60,No,41,15430000
Vostro 3826,Vostro,Business,Intel,Core i3,14,Dedicated,NVIDIA RTX 4050,6,16,256,15.6,Standard,60,No,54,23880000
Inspiron 3617,Inspiron,Consumer,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,256,13.3,IPS,120,No,41,20590000
G15 4784,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,Intel Arc A370M,4,32,512,14,Standard,165,No,54,35000000
Vostro 5480,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,15.6,IPS,60,No,54,16390000
Latitude 3047,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,16,IPS,60,No,54,28410000
Vostro 7349,Vostro,Business,Intel,Core i3,14,Dedicated,AMD Radeon RX 6500M,4,8,256,17.3,IPS,60,No,41,18500000
Inspiron 7362,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,14,Standard,60,No,41,14010000
Vostro 5337,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,512,14,IPS,60,No,41,17520000
Inspiron 3757,Inspiron,Consumer,Intel,Core i7,14,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,144,No,54,19940000
Inspiron 7866,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,15.6,IPS,60,No,60,20020000
Inspiron 7978,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,60,No,41,16560000
G15 8316,G Series,Gaming,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,512,14,IPS,144,No,41,33510000
Inspiron 3630,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,15580000
Vostro 7716,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,17.3,IPS,60,No,54,16450000
Latitude 9037,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,Yes,60,32440000
Vostro 3213,Vostro,Business,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3050,4,16,256,15.6,Standard,60,No,54,22090000
Inspiron 3130,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,13430000
Latitude 7070,Latitude,Business/Ultrabook,Intel,Core i7,13,Integrated,Intel Iris Xe,0,32,1000,17.3,Standard,60,Yes,60,34130000
Vostro 7109,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,15.6,IPS,60,No,41,16410000
Inspiron 3185,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,1000,17.3,Standard,60,No,54,18750000
Inspiron 7406,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,IPS,60,Yes,60,17020000
Inspiron 3292,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,Yes,41,17020000
Vostro 5505,Vostro,Business,Intel,Core Ultra 5,Ultra,Integrated,Intel Arc Graphics (Integrated),0,16,1000,14,IPS,60,No,54,23100000
XPS 1424,XPS,Ultrabook/Premium,Intel,Core i5,13,Dedicated,NVIDIA RTX 4060,8,8,512,14,IPS,60,Yes,54,43670000
Inspiron 7692,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,15.6,IPS,60,No,41,14500000
Latitude 7013,Latitude,Business/Ultrabook,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,Yes,54,26880000
Vostro 3507,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,60,No,54,19570000
Inspiron 3140,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,60,No,41,15870000
Inspiron 5638,Inspiron,Consumer,AMD,Ryzen 3,6000,Dedicated,Intel Arc A370M,4,8,512,13.3,Standard,60,No,54,16150000
Latitude 7091,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,1000,15.6,Standard,60,No,60,29350000
Inspiron 5601,Inspiron,Consumer,Intel,Core i3,13,Dedicated,AMD Radeon RX 6500M,4,8,256,14,Standard,60,No,54,16150000
Vostro 5998,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,512,14,IPS,60,No,41,15170000
Inspiron 7282,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,64,17330000
Inspiron 5993,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,1000,15.6,IPS,60,Yes,54,19120000
G15 5752,G Series,Gaming,Intel,Core i7,13,Dedicated,AMD Radeon RX 7600S,8,16,2000,15.6,Standard,120,No,60,43860000
Inspiron 3812,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,60,18510000
Inspiron 5827,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,64,13780000
Inspiron 7477,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,16930000
Vostro 7724,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,13.3,Standard,60,No,54,13150000
Inspiron 5356,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,90,No,41,13270000
Vostro 5616,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,1000,14,IPS,60,No,54,20900000
Inspiron 3434,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,32,256,15.6,OLED,60,No,41,19050000
Vostro 7171,Vostro,Business,Intel,Core i3,14,Dedicated,Intel Arc A370M,4,16,256,15.6,IPS,60,No,54,20060000
Inspiron 5196,Inspiron,Consumer,AMD,Ryzen 7,6000,Integrated,AMD Radeon Graphics,0,16,512,13.3,IPS,60,No,54,21720000
Latitude 7034,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,512,13.3,IPS,120,No,41,30780000
Inspiron 5140,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,Yes,41,14930000
Inspiron 7495,Inspiron,Consumer,AMD,Ryzen 3,6000,Dedicated,AMD Radeon RX 7600S,8,16,512,13.3,Standard,60,No,54,21720000
XPS 1455,XPS,Ultrabook/Premium,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,1000,14,IPS,60,No,54,37100000
XPS 1590,XPS,Ultrabook/Premium,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3060,6,16,512,15.6,IPS,60,No,64,41560000
Inspiron 3917,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,14,Standard,120,No,60,15730000
Vostro 5710,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,Yes,54,18310000
Vostro 7759,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,17.3,OLED,60,No,54,19770000
Inspiron 5901,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,2000,13.3,Standard,60,No,54,20930000
Inspiron 5138,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,256,14,Standard,60,Yes,41,21790000
Inspiron 3258,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,13.3,Standard,60,No,54,14990000
XPS 1419,XPS,Ultrabook/Premium,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,256,14,OLED,60,No,64,38920000
Latitude 7054,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,8,512,15.6,IPS,60,No,60,29680000
XPS 1432,XPS,Ultrabook/Premium,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 4050,6,16,1000,14,OLED,60,No,60,45340000
Inspiron 5960,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,512,14,IPS,120,No,60,23040000
Inspiron 5128,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,18480000
Inspiron 3537,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,41,11590000
Vostro 7540,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,32,256,16,Standard,60,No,54,21520000
Vostro 5612,Vostro,Business,AMD,Ryzen 7,5000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,41,19630000
Inspiron 3105,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,41,14960000
Latitude 7056,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,1000,15.6,Standard,60,No,60,28910000
Inspiron 7954,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,54,16140000
Vostro 7567,Vostro,Business,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,41,13420000
Inspiron 3726,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,54,15860000
Vostro 7989,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,13.3,Standard,60,No,41,17530000
Vostro 5170,Vostro,Business,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,512,13.3,Standard,60,No,41,19380000
Vostro 3390,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,1000,15.6,Standard,90,No,41,19210000
XPS 1322,XPS,Ultrabook/Premium,AMD,Ryzen 5,7000,Dedicated,AMD Radeon RX 6500M,4,32,1000,13.3,IPS,60,No,54,44160000
Inspiron 7110,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,54,15670000
Vostro 5450,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,90,Yes,54,17340000
Inspiron 5707,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,15.6,IPS,60,No,80,19920000
Vostro 7947,Vostro,Business,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,54,22030000
Inspiron 3668,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,41,17510000
Inspiron 5105,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,90,Yes,70,18240000
Inspiron 3198,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,Yes,54,18040000
Vostro 5796,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,70,13760000
Vostro 5561,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,90,No,54,14670000
G15 5222,G Series,Gaming,Intel,Core Ultra 5,Ultra,Dedicated,AMD Radeon RX 7600S,8,16,512,14,Standard,120,No,60,39590000
Inspiron 3605,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,54,15520000
Vostro 3109,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,16,Standard,60,No,41,15210000
Vostro 7421,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,1000,14,Standard,60,No,41,18970000
Inspiron 3781,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,1000,17.3,Standard,60,No,41,17200000
Latitude 5063,Latitude,Business/Ultrabook,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,2000,15.6,IPS,60,No,54,30760000
G15 5439,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 4050,6,16,1000,15.6,Standard,144,No,54,40660000
G15 9618,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,AMD Radeon RX 6500M,4,16,1000,14,IPS,165,No,60,32400000
Vostro 5950,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,54,18400000
Inspiron 7215,Inspiron,Consumer,AMD,Ryzen 7,7000,Dedicated,NVIDIA MX550,2,8,512,14,Standard,60,No,54,20780000
Vostro 3357,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,IPS,60,No,54,16770000
Inspiron 3195,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,54,16110000
Vostro 3802,Vostro,Business,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,20510000
Vostro 5268,Vostro,Business,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,54,15930000
Latitude 3014,Latitude,Business/Ultrabook,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,512,17.3,IPS,90,No,60,29180000
Vostro 7275,Vostro,Business,Intel,Core i3,13,Dedicated,AMD Radeon RX 7600S,8,8,512,14,Standard,60,No,54,21830000
Vostro 7439,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,41,16670000
Inspiron 3835,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,54,12180000
Inspiron 5848,Inspiron,Consumer,Intel,Core i5,12,Dedicated,NVIDIA RTX 4060,8,8,256,17.3,IPS,60,No,54,22820000
Vostro 7368,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,512,14,IPS,60,No,54,13590000
Latitude 7074,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,54,27030000
Inspiron 3733,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,Yes,41,14570000
Inspiron 7181,Inspiron,Consumer,AMD,Ryzen 5,6000,Dedicated,AMD Radeon RX 6500M,4,8,512,14,Standard,120,No,60,19740000
Latitude 7048,Latitude,Business/Ultrabook,Intel,Core Ultra 5,Ultra,Integrated,Intel Arc Graphics (Integrated),0,32,256,15.6,IPS,60,No,54,31540000
Vostro 5790,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,16,Standard,60,No,41,17130000
Inspiron 7947,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,No,54,17930000
Vostro 5327,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,IPS,90,No,41,20020000
Latitude 7081,Latitude,Business/Ultrabook,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,2000,15.6,Standard,60,Yes,80,35720000
Inspiron 3769,Inspiron,Consumer,Intel,Core i7,12,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,Yes,64,20570000
G15 8252,G Series,Gaming,Intel,Core i5,14,Dedicated,NVIDIA RTX 3050,6,32,512,14,Standard,120,No,54,34430000
Inspiron 7282,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,90,No,41,19240000
Vostro 3350,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,16,IPS,60,Yes,41,18980000
G15 2743,G Series,Gaming,Intel,Core i5,13,Dedicated,NVIDIA RTX 3050,4,32,512,15.6,IPS,90,No,60,38820000
Inspiron 7409,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,13.3,IPS,165,No,41,16990000
Vostro 7423,Vostro,Business,Intel,Core i5,12,Dedicated,NVIDIA MX550,2,8,512,14,IPS,60,No,54,17520000
Vostro 7636,Vostro,Business,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,16650000
XPS 1411,XPS,Ultrabook/Premium,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,IPS,60,Yes,70,34230000
Inspiron 3296,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,60,18470000
Inspiron 5446,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,54,15710000
Vostro 3193,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,Yes,41,17550000
Vostro 7451,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,IPS,60,No,41,18240000
Latitude 9075,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,60,No,41,28570000
Inspiron 5975,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,32,512,15.6,Standard,60,No,54,16300000
Inspiron 7656,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,32,512,13.3,Standard,60,Yes,41,17040000
Vostro 7504,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,OLED,60,No,41,23060000
Latitude 3055,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,1000,15.6,Standard,60,Yes,60,27800000
Vostro 3705,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,IPS,60,No,41,14120000
Vostro 3930,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,16,IPS,60,No,41,19700000
Vostro 5120,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,120,No,41,20860000
Inspiron 5660,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,41,13800000
Inspiron 5859,Inspiron,Consumer,Intel,Core i5,13,Dedicated,AMD Radeon RX 6500M,4,8,512,15.6,Standard,60,No,41,19240000
Vostro 3765,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,512,14,Standard,60,No,41,17880000
Vostro 7148,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,54,18960000
Inspiron 5100,Inspiron,Consumer,Intel,Core i3,13,Dedicated,NVIDIA RTX 3060,6,8,512,14,IPS,90,No,54,20760000
Vostro 5841,Vostro,Business,Intel,Core i5,12,Dedicated,NVIDIA MX550,2,16,256,15.6,IPS,60,No,41,18510000
Inspiron 3210,Inspiron,Consumer,Intel,Core i3,13,Dedicated,NVIDIA MX550,2,8,256,14,Standard,60,No,41,13890000
XPS 1534,XPS,Ultrabook/Premium,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,15.6,OLED,90,Yes,54,40750000
Vostro 7556,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,54,20920000
Latitude 3027,Latitude,Business/Ultrabook,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,1000,15.6,IPS,60,No,41,31800000
Inspiron 7662,Inspiron,Consumer,Intel,Core i3,13,Dedicated,AMD Radeon RX 6500M,4,8,256,15.6,IPS,60,Yes,54,17590000
Inspiron 3284,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,Yes,54,18390000
Inspiron 5991,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,90,No,41,16940000
Inspiron 5506,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,14,Standard,60,No,41,15310000
XPS 1478,XPS,Ultrabook/Premium,Intel,Core Ultra 5,Ultra,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,No,60,39470000
Vostro 5636,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,120,No,54,20480000
Inspiron 5731,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,15.6,Standard,60,No,54,15470000
Inspiron 5385,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,16,Standard,60,No,54,19160000
Inspiron 3542,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,13.3,Standard,60,No,54,16870000
Inspiron 5662,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,512,15.6,Standard,60,No,54,17820000
Inspiron 3480,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,15.6,Standard,60,No,41,14930000
Vostro 7908,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,54,15120000
Inspiron 7313,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,15.6,Standard,60,No,41,17940000
G15 6910,G Series,Gaming,Intel,Core i7,13,Dedicated,NVIDIA RTX 3050,4,16,256,14,IPS,165,No,54,39140000
Inspiron 7895,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,165,Yes,41,13950000
Vostro 3492,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,1000,14,Standard,60,No,54,20110000
Inspiron 3907,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,1000,15.6,Standard,60,No,54,20560000
Vostro 3754,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,14,Standard,90,No,41,15970000
Inspiron 7624,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,13.3,IPS,60,Yes,54,18420000
Inspiron 5869,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,16,1000,14,IPS,60,Yes,60,16870000
Latitude 7027,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,512,14,IPS,60,Yes,80,30450000
Inspiron 3340,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,AMD Radeon RX 6500M,4,8,512,14,Standard,60,No,41,20700000
Inspiron 7550,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,90,No,54,13220000
Inspiron 5717,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,14,Standard,120,No,54,14950000
Vostro 7557,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,OLED,60,No,54,22180000
Vostro 3748,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,60,No,54,18780000
Inspiron 3293,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,90,No,60,14700000
XPS 1325,XPS,Ultrabook/Premium,AMD,Ryzen 7,6000,Integrated,AMD Radeon Graphics,0,16,1000,13.3,OLED,60,No,54,38800000
Vostro 3799,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,1000,14,IPS,90,No,60,19410000
Inspiron 7602,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,1000,14,IPS,60,No,60,19500000
Inspiron 3374,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,Standard,90,No,41,16770000
Inspiron 3864,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,13770000
G15 6603,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3060,6,32,512,13.3,Standard,144,No,41,41410000
Inspiron 3235,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,512,16,Standard,60,Yes,41,21250000
Alienware m16 1083,Alienware,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3050,4,16,2000,17.3,OLED,144,No,64,56650000
